src_system;src_name;src_column_name;src_column_order;is_nullable;is_primary_key;bronze_col_name;bronze_col_datatype
datasphere;I_PAYMENTTERMSTEXT;__operation_type;1;0;0;__change_type;STRING
datasphere;I_PAYMENTTERMSTEXT;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_PAYMENTTERMSTEXT;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_PAYMENTTERMSTEXT;LANGUAGE;4;0;1;language;STRING
datasphere;I_PAYMENTTERMSTEXT;PAYMENTTERMS;5;0;1;payment_terms;STRING
datasphere;I_PAYMENTTERMSTEXT;PAYMENTTERMSNAME;6;1;0;payment_terms_name;STRING
datasphere;I_PAYMENTTERMSTEXT;PAYMENTTERMSDESCRIPTION;7;1;0;payment_terms_description;STRING
datasphere;I_EXCHANGERATEFACTORSRAWDATA;__operation_type;1;0;0;__change_type;STRING
datasphere;I_EXCHANGERATEFACTORSRAWDATA;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_EXCHANGERATEFACTORSRAWDATA;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_EXCHANGERATEFACTORSRAWDATA;EXCHANGERATETYPE;4;0;1;exchange_rate_type;STRING
datasphere;I_EXCHANGERATEFACTORSRAWDATA;SOURCECURRENCY;5;0;1;from_currency;STRING
datasphere;I_EXCHANGERATEFACTORSRAWDATA;TARGETCURRENCY;6;0;1;to_currency;STRING
datasphere;I_EXCHANGERATEFACTORSRAWDATA;VALIDITYSTARTDATE;7;0;1;validity_start_date;STRING
datasphere;I_EXCHANGERATEFACTORSRAWDATA;NUMBEROFSOURCECURRENCYUNITS;8;1;0;ratio_from_currency_units;"DECIMAL(9;0)"
datasphere;I_EXCHANGERATEFACTORSRAWDATA;NUMBEROFTARGETCURRENCYUNITS;9;1;0;ratio_to_currency_units;"DECIMAL(9;0)"
datasphere;I_EXCHANGERATEFACTORSRAWDATA;ALTERNATIVEEXCHANGERATETYPE;10;1;0;alternative_exchange_rate_type;STRING
datasphere;I_EXCHANGERATEFACTORSRAWDATA;ALTVEXCHANGERATETYPEVALDTYDATE;11;1;0;alternative_exchange_rate_type_date_valid_from;STRING
datasphere;I_EXCHANGERATERAWDATA;__operation_type;1;0;0;__change_type;STRING
datasphere;I_EXCHANGERATERAWDATA;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_EXCHANGERATERAWDATA;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_EXCHANGERATERAWDATA;EXCHANGERATETYPE;4;0;1;exchange_rate_type;STRING
datasphere;I_EXCHANGERATERAWDATA;SOURCECURRENCY;5;0;1;from_currency;STRING
datasphere;I_EXCHANGERATERAWDATA;TARGETCURRENCY;6;0;1;to_currency;STRING
datasphere;I_EXCHANGERATERAWDATA;VALIDITYSTARTDATE;7;0;1;validity_start_date;STRING
datasphere;I_EXCHANGERATERAWDATA;EXCHANGERATE;8;1;0;exchange_rate;"DECIMAL(9;5)"
datasphere;I_EXCHANGERATERAWDATA;NUMBEROFSOURCECURRENCYUNITS;9;1;0;ratio_from_currency_units;"DECIMAL(9;0)"
datasphere;I_EXCHANGERATERAWDATA;NUMBEROFTARGETCURRENCYUNITS;10;1;0;ratio_to_currency_units;"DECIMAL(9;0)"
datasphere;I_EXCHANGERATESPREADRAWDATA;__operation_type;1;0;0;__change_type;STRING
datasphere;I_EXCHANGERATESPREADRAWDATA;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_EXCHANGERATESPREADRAWDATA;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_EXCHANGERATESPREADRAWDATA;EXCHANGERATETYPE;4;0;1;exchange_rate_type;STRING
datasphere;I_EXCHANGERATESPREADRAWDATA;SOURCECURRENCY;5;0;1;from_currency;STRING
datasphere;I_EXCHANGERATESPREADRAWDATA;TARGETCURRENCY;6;0;1;to_currency;STRING
datasphere;I_EXCHANGERATESPREADRAWDATA;VALIDITYSTARTDATE;7;0;1;validity_start_date;STRING
datasphere;I_EXCHANGERATESPREADRAWDATA;CURRENCYCONVERSIONSPREADRATIO;8;1;0;spread_buying_selling_rates;"DECIMAL(9;5)"
datasphere;I_EXCHANGERATETYPETEXT;__operation_type;1;0;0;__change_type;STRING
datasphere;I_EXCHANGERATETYPETEXT;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_EXCHANGERATETYPETEXT;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_EXCHANGERATETYPETEXT;EXCHANGERATETYPE;4;0;1;exchange_rate_type;STRING
datasphere;I_EXCHANGERATETYPETEXT;LANGUAGE;5;0;1;language_key;STRING
datasphere;I_EXCHANGERATETYPETEXT;EXCHANGERATETYPENAME;6;1;0;exchange_rate_type_name;STRING
datasphere;I_EXCHANGERATETYPE;__operation_type;1;0;0;__change_type;STRING
datasphere;I_EXCHANGERATETYPE;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_EXCHANGERATETYPE;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_EXCHANGERATETYPE;EXCHANGERATETYPE;4;0;1;exchange_rate_type;STRING
datasphere;I_EXCHANGERATETYPE;REFERENCECURRENCY;5;1;0;reference_currency__translation;STRING
datasphere;I_EXCHANGERATETYPE;BUYINGRATEAVGEXCHANGERATETYPE;6;1;0;buying_rate_avg_rate_type;STRING
datasphere;I_EXCHANGERATETYPE;INVERTEDEXCHANGERATEISALLOWED;7;1;0;inverted_exc_rate_is_allowed;STRING
datasphere;I_EXCHANGERATETYPE;SELLINGRATEAVGEXCHANGERATETYPE;8;1;0;selling_rate_avg_rate_type;STRING
datasphere;I_EXCHANGERATETYPE;FIXEDEXCHANGERATEISUSED;9;1;0;fixed_exchange_rates_used;STRING
datasphere;I_EXCHANGERATETYPE;SPECIALCONVERSIONISUSED;10;1;0;special_translation_model_used;STRING
datasphere;I_EXCHANGERATETYPE;SOURCECURRENCYISBASECURRENCY;11;1;0;base_curr_is_from;STRING
datasphere;I_PLANT;__operation_type;1;0;0;__change_type;STRING
datasphere;I_PLANT;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_PLANT;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_PLANT;PLANT;4;0;1;plant;STRING
datasphere;I_PLANT;PLANTNAME;5;1;0;plant_name;STRING
datasphere;I_PLANT;VALUATIONAREA;6;1;0;valuation_area;STRING
datasphere;I_PLANT;PLANTCUSTOMER;7;1;0;plant_customer;STRING
datasphere;I_PLANT;PLANTSUPPLIER;8;1;0;plant_supplier;STRING
datasphere;I_PLANT;FACTORYCALENDAR;9;1;0;factory_calendar;STRING
datasphere;I_PLANT;DEFAULTPURCHASINGORGANIZATION;10;1;0;default_purchaising_organization;STRING
datasphere;I_PLANT;SALESORGANIZATION;11;1;0;sales_organization;STRING
datasphere;I_PLANT;ADDRESSID;12;1;0;address_id;STRING
datasphere;I_PLANT;PLANTCATEGORY;13;1;0;plant_category;STRING
datasphere;I_PLANT;DISTRIBUTIONCHANNEL;14;1;0;distribution_channel;STRING
datasphere;I_PLANT;DIVISION;15;1;0;division;STRING
datasphere;I_PLANT;LANGUAGE;16;1;0;language;STRING
datasphere;I_PLANT;ISMARKEDFORARCHIVING;17;1;0;is_marked_for_archiving;STRING
datasphere;I_CUSTOMERPAYMENTTERMSTEXT;__operation_type;1;0;0;__change_type;STRING
datasphere;I_CUSTOMERPAYMENTTERMSTEXT;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_CUSTOMERPAYMENTTERMSTEXT;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_CUSTOMERPAYMENTTERMSTEXT;CUSTOMERPAYMENTTERMS;4;0;1;terms_of_payment_key;STRING
datasphere;I_CUSTOMERPAYMENTTERMSTEXT;LANGUAGE;5;0;1;language_key;STRING
datasphere;I_CUSTOMERPAYMENTTERMSTEXT;CUSTOMERPAYMENTTERMSNAME;6;1;0;payment_terms_description;STRING
datasphere;I_DISTRIBUTIONCHANNELTEXT;__operation_type;1;0;0;__change_type;STRING
datasphere;I_DISTRIBUTIONCHANNELTEXT;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_DISTRIBUTIONCHANNELTEXT;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_DISTRIBUTIONCHANNELTEXT;DISTRIBUTIONCHANNEL;4;0;1;distribution_channel;STRING
datasphere;I_DISTRIBUTIONCHANNELTEXT;LANGUAGE;5;0;1;language_key;STRING
datasphere;I_DISTRIBUTIONCHANNELTEXT;DISTRIBUTIONCHANNELNAME;6;1;0;distribution_channel_name;STRING
datasphere;I_DISTRIBUTIONCHANNEL;__operation_type;1;0;0;__change_type;STRING
datasphere;I_DISTRIBUTIONCHANNEL;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_DISTRIBUTIONCHANNEL;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_DISTRIBUTIONCHANNEL;DISTRIBUTIONCHANNEL;4;0;1;distribution_channel;STRING
datasphere;I_DISTRIBUTIONCHANNEL;DISTRIBUTIONCHANNELOID;5;1;0;distribution_channel_oid;STRING
datasphere;I_DIVISION;__operation_type;1;0;0;__change_type;STRING
datasphere;I_DIVISION;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_DIVISION;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_DIVISION;DIVISION;4;0;1;division;STRING
datasphere;I_DIVISION;DIVISIONOID;5;1;0;division_oid;STRING
datasphere;I_DIVISIONTEXT;__operation_type;1;0;0;__change_type;STRING
datasphere;I_DIVISIONTEXT;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_DIVISIONTEXT;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_DIVISIONTEXT;DIVISION;4;0;1;division;STRING
datasphere;I_DIVISIONTEXT;LANGUAGE;5;0;1;language_key;STRING
datasphere;I_DIVISIONTEXT;DIVISIONNAME;6;1;0;division_name;STRING
datasphere;I_SALESORGANIZATION;__operation_type;1;0;0;__change_type;STRING
datasphere;I_SALESORGANIZATION;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_SALESORGANIZATION;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_SALESORGANIZATION;SALESORGANIZATION;4;0;1;sales_organization;STRING
datasphere;I_SALESORGANIZATION;SALESORGANIZATIONCURRENCY;5;1;0;currency_key;STRING
datasphere;I_SALESORGANIZATION;COMPANYCODE;6;1;0;company_code;STRING
datasphere;I_SALESORGANIZATION;INTERCOMPANYBILLINGCUSTOMER;7;1;0;customer_code;STRING
datasphere;I_SALESORGANIZATION;ARGENTINADELIVERYDATEEVENT;8;1;0;deliveries_numbering_time;STRING
datasphere;I_SALESORGANIZATION;ADDRESSID;9;1;0;customer_address;STRING
datasphere;I_SALESORGANIZATIONTEXT;__operation_type;1;0;0;__change_type;STRING
datasphere;I_SALESORGANIZATIONTEXT;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_SALESORGANIZATIONTEXT;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_SALESORGANIZATIONTEXT;SALESORGANIZATION;4;0;1;sales_organization;STRING
datasphere;I_SALESORGANIZATIONTEXT;LANGUAGE;5;0;1;language_key;STRING
datasphere;I_SALESORGANIZATIONTEXT;SALESORGANIZATIONNAME;6;1;0;sales_organization_name;STRING
datasphere;I_UNITOFMEASURETEXT;__operation_type;1;0;0;__change_type;STRING
datasphere;I_UNITOFMEASURETEXT;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_UNITOFMEASURETEXT;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_UNITOFMEASURETEXT;LANGUAGE;4;0;1;language;STRING
datasphere;I_UNITOFMEASURETEXT;UNITOFMEASURE;5;0;1;unit_of_measure;STRING
datasphere;I_UNITOFMEASURETEXT;UNITOFMEASURELONGNAME;6;1;0;unit_of_measure_long_name;STRING
datasphere;I_UNITOFMEASURETEXT;UNITOFMEASURENAME;7;1;0;unit_of_measure_name;STRING
datasphere;I_UNITOFMEASURETEXT;UNITOFMEASURETECHNICALNAME;8;1;0;unit_of_measure_technical_name;STRING
datasphere;I_UNITOFMEASURETEXT;UNITOFMEASURE_E;9;1;0;unit_of_measure_e;STRING
datasphere;I_UNITOFMEASURETEXT;UNITOFMEASURECOMMERCIALNAME;10;1;0;unit_of_measure_commercial_name;STRING
datasphere;ZSD_CUST_MAT_CMIR_PROJ;__operation_type;1;0;0;__change_type;STRING
datasphere;ZSD_CUST_MAT_CMIR_PROJ;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;ZSD_CUST_MAT_CMIR_PROJ;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;ZSD_CUST_MAT_CMIR_PROJ;KUNNR;4;0;1;customer_number;STRING
datasphere;ZSD_CUST_MAT_CMIR_PROJ;MATNR;5;0;1;material_number;STRING
datasphere;ZSD_CUST_MAT_CMIR_PROJ;VKORG;6;0;1;sales_organization;STRING
datasphere;ZSD_CUST_MAT_CMIR_PROJ;VTWEG;7;0;1;distribution_channel;STRING
datasphere;ZSD_CUST_MAT_CMIR_PROJ;KDMAT;8;1;0;customer_material_number ;STRING
datasphere;ZSD_CUST_MAT_CMIR_PROJ;CUST_PROJ;9;1;0;characteristic_value;STRING
datasphere;I_SUPPLIER;__operation_type;1;0;0;__change_type;STRING
datasphere;I_SUPPLIER;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_SUPPLIER;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_SUPPLIER;SUPPLIER;4;0;1;supplier;STRING
datasphere;I_SUPPLIER;SUPPLIERACCOUNTGROUP;5;1;0;supplier_group;STRING
datasphere;I_SUPPLIER;SUPPLIERNAME;6;1;0;supplier_name;STRING
datasphere;I_SUPPLIER;SUPPLIERFULLNAME;7;1;0;supplier_fullname;STRING
datasphere;I_SUPPLIER;ISBUSINESSPURPOSECOMPLETED;8;1;0;is_business_purpose_completed;STRING
datasphere;I_SUPPLIER;CREATEDBYUSER;9;1;0;created_by_user;STRING
datasphere;I_SUPPLIER;CREATIONDATE;10;1;0;creation_date;STRING
datasphere;I_SUPPLIER;ISONETIMEACCOUNT;11;1;0;is_one_time_account;STRING
datasphere;I_SUPPLIER;AUTHORIZATIONGROUP;12;1;0;auth_group;STRING
datasphere;I_SUPPLIER;VATREGISTRATION;13;1;0;vat_registration;STRING
datasphere;I_SUPPLIER;ACCOUNTISBLOCKEDFORPOSTING;14;1;0;account_is_blocked_for_posting;STRING
datasphere;I_SUPPLIER;TAXJURISDICTION;15;1;0;tax_jurisdition;STRING
datasphere;I_SUPPLIER;SUPPLIERCORPORATEGROUP;16;1;0;supplier_corporate_group;STRING
datasphere;I_SUPPLIER;CUSTOMER;17;1;0;customer;STRING
datasphere;I_SUPPLIER;INDUSTRY;18;1;0;industry;STRING
datasphere;I_SUPPLIER;TAXNUMBER1;19;1;0;taxnumber1;STRING
datasphere;I_SUPPLIER;TAXNUMBER2;20;1;0;taxnumber2;STRING
datasphere;I_SUPPLIER;TAXNUMBER3;21;1;0;taxnumber3;STRING
datasphere;I_SUPPLIER;TAXNUMBER4;22;1;0;taxnumber4;STRING
datasphere;I_SUPPLIER;TAXNUMBER5;23;1;0;taxnumber5;STRING
datasphere;I_SUPPLIER;TAXNUMBER6;24;1;0;taxnumber6;STRING
datasphere;I_SUPPLIER;POSTINGISBLOCKED;25;1;0;posting_is_blocked;STRING
datasphere;I_SUPPLIER;PURCHASINGISBLOCKED;26;1;0;purchasing_is_blocked;STRING
datasphere;I_SUPPLIER;INTERNATIONALLOCATIONNUMBER1;27;1;0;international_location_number1;STRING
datasphere;I_SUPPLIER;INTERNATIONALLOCATIONNUMBER2;28;1;0;international_location_number2;STRING
datasphere;I_SUPPLIER;INTERNATIONALLOCATIONNUMBER3;29;1;0;international_location_number3;STRING
datasphere;I_SUPPLIER;ADDRESSID;30;1;0;addressid;STRING
datasphere;I_SUPPLIER;REGION;31;1;0;region;STRING
datasphere;I_SUPPLIER;ORGANIZATIONBPNAME1;32;1;0;organization_bp_name1;STRING
datasphere;I_SUPPLIER;ORGANIZATIONBPNAME2;33;1;0;organization_bp_name2;STRING
datasphere;I_SUPPLIER;CITYNAME;34;1;0;city_name;STRING
datasphere;I_SUPPLIER;POSTALCODE;35;1;0;postal_code;STRING
datasphere;I_SUPPLIER;STREETNAME;36;1;0;street_name;STRING
datasphere;I_SUPPLIER;COUNTRY;37;1;0;country;STRING
datasphere;I_SUPPLIER;CONCATENATEDINTERNATIONALLOCNO;38;1;0;concatenated_international_loc_num;STRING
datasphere;I_SUPPLIER;SUPPLIERPROCUREMENTBLOCK;39;1;0;supplier_procurement_block;STRING
datasphere;I_SUPPLIER;SUPLRQUALITYMANAGEMENTSYSTEM;40;1;0;supplier_quality_management_system;STRING
datasphere;I_SUPPLIER;SUPLRQLTYINPROCMTCERTFNVALIDTO;41;1;0;date_supplier_qlty_procmt_cert_valid_to;STRING
datasphere;I_SUPPLIER;SUPPLIERLANGUAGE;42;1;0;supplier_language;STRING
datasphere;I_SUPPLIER;ALTERNATIVEPAYEEACCOUNTNUMBER;43;1;0;alternative_payee_account_number;STRING
datasphere;I_SUPPLIER;PHONENUMBER1;44;1;0;phonenumber1;STRING
datasphere;I_SUPPLIER;FAXNUMBER;45;1;0;faxnumber;STRING
datasphere;I_SUPPLIER;ISNATURALPERSON;46;1;0;is_natural_person;STRING
datasphere;I_SUPPLIER;TAXNUMBERRESPONSIBLE;47;1;0;tax_number_responsible;STRING
datasphere;I_SUPPLIER;UK_CONTRACTORBUSINESSTYPE;48;1;0;uk_contractor_business_type;STRING
datasphere;I_SUPPLIER;UK_PARTNERTRADINGNAME;49;1;0;uk_partner_trading_name;STRING
datasphere;I_SUPPLIER;UK_PARTNERTAXREFERENCE;50;1;0;uk_partner_tax_reference;STRING
datasphere;I_SUPPLIER;UK_VERIFICATIONSTATUS;51;1;0;uk_verification_status;STRING
datasphere;I_SUPPLIER;UK_VERIFICATIONNUMBER;52;1;0;uk_verification_number;STRING
datasphere;I_SUPPLIER;UK_COMPANYREGISTRATIONNUMBER;53;1;0;uk_company_registration_number;STRING
datasphere;I_SUPPLIER;UK_VERIFIEDTAXSTATUS;54;1;0;uk_verified_tax_status;STRING
datasphere;I_SUPPLIER;FORMOFADDRESS;55;1;0;form_of_address;STRING
datasphere;I_SUPPLIER;REFERENCEACCOUNTGROUP;56;1;0;reference_account_group;STRING
datasphere;I_SUPPLIER;VATLIABILITY;57;1;0;vat_liability;STRING
datasphere;I_SUPPLIER;RESPONSIBLETYPE;58;1;0;responsible_type;STRING
datasphere;I_SUPPLIER;TAXNUMBERTYPE;59;1;0;tax_number_type;STRING
datasphere;I_SUPPLIER;FISCALADDRESS;60;1;0;fiscal_address;STRING
datasphere;I_SUPPLIER;BUSINESSTYPE;61;1;0;business_type;STRING
datasphere;I_SUPPLIER;BIRTHDATE;62;1;0;birth_date;STRING
datasphere;I_SUPPLIER;PAYMENTISBLOCKEDFORSUPPLIER;63;1;0;payment_is_blocked_for_supplier;STRING
datasphere;I_SUPPLIER;SORTFIELD;64;1;0;sort_field;STRING
datasphere;I_SUPPLIER;PHONENUMBER2;65;1;0;phonenumber2;STRING
datasphere;I_SUPPLIER;DELETIONINDICATOR;66;1;0;deletion_indicator;STRING
datasphere;I_SUPPLIER;TAXINVOICEREPRESENTATIVENAME;67;1;0;tax_invoice_representative_name;STRING
datasphere;I_SUPPLIER;INDUSTRYTYPE;68;1;0;industry_type;STRING
datasphere;I_SUPPLIER;IN_GSTSUPPLIERCLASSIFICATION;69;1;0;in_gst_supplier_classification;STRING
datasphere;I_SUPPLIER;SUPLRPROOFOFDELIVRLVTCODE;70;1;0;supplier_proof_of_deliver_lvt_code;STRING
datasphere;I_SUPPLIER;TRADINGPARTNER;71;1;0;trading_partner;STRING
datasphere;I_SUPPLIER;BR_TAXISSPLIT;72;1;0;br_tax_is_split;STRING
datasphere;I_SUPPLIER;AU_PAYERISPAYINGTOCARRYONENT;73;1;0;au_payer_is_paying_to_carryonent;STRING
datasphere;I_SUPPLIER;AU_INDIVIDUALISUNDER18;74;1;0;au_individual_is_under18;STRING
datasphere;I_SUPPLIER;AU_PAYMENTISEXCEEDING75;75;1;0;au_payment_is_exceeding75;STRING
datasphere;I_SUPPLIER;AU_PAYMENTISWHOLLYINPUTTAXED;76;1;0;au_payment_is_wholly_input_taxed;STRING
datasphere;I_SUPPLIER;AU_PARTNERISSUPPLYWITHOUTGAIN;77;1;0;au_partner_is_supply_without_gain;STRING
datasphere;I_SUPPLIER;AU_SUPPLIERISENTITLEDTOABN;78;1;0;au_supplier_is_entitled_to_abn;STRING
datasphere;I_SUPPLIER;AU_PAYMENTISINCOMEEXEMPTED;79;1;0;au_payment_is_income_exempted;STRING
datasphere;I_SUPPLIER;AU_SUPPLYISMADEASPRIVATEHOBBY;80;1;0;au_supply_is_made_as_private_hobby;STRING
datasphere;I_SUPPLIER;AU_SUPPLYMADEISOFDMSTCNATURE;81;1;0;au_supply_made_is_domestic_nature;STRING
datasphere;I_SUPPLIER;ISTOBEACCEPTEDATORIGIN;82;1;0;is_accepted_at_origin;STRING
datasphere;I_SUPPLIER;BPISEQUALIZATIONTAXSUBJECT;83;1;0;bp_is_equalization_tax_subject;STRING
datasphere;I_SUPPLIER;BRSPCFCTAXBASEPERCENTAGECODE;84;1;0;brspcfc_tax_base_percentage_code;STRING
datasphere;I_SUPPLIER;DATAMEDIUMEXCHANGEINDICATOR;85;1;0;data_medium_exchange_indicator;STRING
datasphere;I_SUPPLIER;DATAEXCHANGEINSTRUCTIONKEY;86;1;0;data_exchange_instruction_key;STRING
datasphere;I_SUPPLIER;SUPPLIERISSUBRANGERELEVANT;87;1;0;supplier_is_subrange_relevant;STRING
datasphere;I_SUPPLIER;TRAINSTATIONNAME;88;1;0;train_station_name;STRING
datasphere;I_SUPPLIER;ALTERNATIVEPAYEEISALLOWED;89;1;0;alternative_payee_is_allowed;STRING
datasphere;I_SUPPLIER;PAYTSLIPWTHREFSUBSCRIBER;90;1;0;ISR_subscriber_num_information;STRING
datasphere;I_SUPPLIER;TRANSPSERVICEAGENTSTSTCGRP;91;1;0;transp_service_agent_stat_group;STRING
datasphere;I_SUPPLIER;SUPPLIERISPLANTRELEVANT;92;1;0;supplier_is_plant_relevant;STRING
datasphere;I_SUPPLIER;SUPLRTAXAUTHORITYACCOUNTNUMBER;93;1;0;suplr_tax_authority_account_number;STRING
datasphere;I_SUPPLIER;SUPPLIERPLANT;94;1;0;supplier_plant;STRING
datasphere;I_SUPPLIER;FACTORYCALENDAR;95;1;0;factory_calendar;STRING
datasphere;I_SUPPLIER;PAYMENTREASON;96;1;0;payment_reason;STRING
datasphere;I_SUPPLIER;SUPPLIERCENTRALDELETIONISBLOCK;97;1;0;supplier_central_deletion_is_block;STRING
datasphere;I_SUPPLIER;ZZ1_QUALIFICATION_STAT_SUP;98;1;0;zz1_qualification_stat_sup;STRING
datasphere;I_SUPPLIER;ZZ1_COMMODITY_CODE_SUP;99;1;0;zz1_commodity_code_sup;STRING
datasphere;I_SUPPLIER;ZZ1_SUPPLIER_EXT_ID_SUP;100;1;0;zz1_supplier_ext_id_sup;STRING
datasphere;I_CUSTOMERCOMPANY;__operation_type;1;0;0;__change_type;STRING
datasphere;I_CUSTOMERCOMPANY;__sequence_number;2;1;0;__sequence_number;"DECIMAL(20;0)"
datasphere;I_CUSTOMERCOMPANY;__timestamp;3;0;0;__extract_timestamp;TIMESTAMP
datasphere;I_CUSTOMERCOMPANY;CUSTOMER;4;0;1;customer_code;STRING
datasphere;I_CUSTOMERCOMPANY;COMPANYCODE;5;0;1;company_code;STRING
datasphere;I_CUSTOMERCOMPANY;ACCOUNTINGCLERK;6;1;0;accounting_clerk_abbreviation;STRING
datasphere;I_CUSTOMERCOMPANY;RECONCILIATIONACCOUNT;7;1;0;reconciliation_glaccount;STRING
datasphere;I_CUSTOMERCOMPANY;AUTHORIZATIONGROUP;8;1;0;authorization_group;STRING
datasphere;I_CUSTOMERCOMPANY;CUSTOMERHEADOFFICE;9;1;0;head_office_account_number;STRING
datasphere;I_CUSTOMERCOMPANY;ALTERNATIVEPAYERACCOUNT;10;1;0;alternative_payer_account_number;STRING
datasphere;I_CUSTOMERCOMPANY;PAYMENTBLOCKINGREASON;11;1;0;block_key_payment;STRING
datasphere;I_CUSTOMERCOMPANY;INTERESTCALCULATIONCODE;12;1;0;interest_indicator;STRING
datasphere;I_CUSTOMERCOMPANY;INTERESTCALCULATIONDATE;13;1;0;date_last_interest_calculation;STRING
datasphere;I_CUSTOMERCOMPANY;INTRSTCALCFREQUENCYINMONTHS;14;1;0;interest_calculation_month_frequency;STRING
datasphere;I_CUSTOMERCOMPANY;CUSTOMERACCOUNTNOTE;15;1;0;memo;STRING
datasphere;I_CUSTOMERCOMPANY;APARTOLERANCEGROUP;16;1;0;tolerance_group_business_partner_glaccount;STRING
datasphere;I_CUSTOMERCOMPANY;HOUSEBANK;17;1;0;house_bank;STRING
datasphere;I_CUSTOMERCOMPANY;ITEMISTOBEPAIDSEPARATELY;18;1;0;pay_items_separately;STRING
datasphere;I_CUSTOMERCOMPANY;PAYTADVICEISSENTBYEDI;19;1;0;is_payment_advice_by_edi;STRING
datasphere;I_CUSTOMERCOMPANY;PHYSICALINVENTORYBLOCKIND;20;1;0;central_posting_block;STRING
datasphere;I_CUSTOMERCOMPANY;USERATCUSTOMER;21;1;0;user_at_customer;STRING
datasphere;I_CUSTOMERCOMPANY;ACCOUNTINGCLERKPHONENUMBER;22;1;0;accounting_clerk_telephone_number;STRING
datasphere;I_CUSTOMERCOMPANY;ACCOUNTINGCLERKFAXNUMBER;23;1;0;accounting_clerk_fax_number;STRING
datasphere;I_CUSTOMERCOMPANY;ACCOUNTINGCLERKINTERNETADDRESS;24;1;0;accounting_clerk_internet_address;STRING
datasphere;I_CUSTOMERCOMPANY;ACCOUNTBYCUSTOMER;25;1;0;account_by_customer;STRING
datasphere;I_CUSTOMERCOMPANY;ISTOBELOCALLYPROCESSED;26;1;0;is_local_processed;STRING
datasphere;I_CUSTOMERCOMPANY;COLLECTIVEINVOICEVARIANT;27;1;0;collective_invoice_variant;STRING
datasphere;I_CUSTOMERCOMPANY;LAYOUTSORTINGRULE;28;1;0;key_for_sorting_rule;STRING
datasphere;I_CUSTOMERCOMPANY;PAYMENTTERMS;29;1;0;terms_of_payment_key;STRING
datasphere;I_CUSTOMERCOMPANY;CUSTOMERSUPPLIERCLEARINGISUSED;30;1;0;customer_vendor_clearing_is_used;STRING
datasphere;I_CUSTOMERCOMPANY;RECORDPAYMENTHISTORYINDICATOR;31;1;0;record_payment_history;STRING
datasphere;I_CUSTOMERCOMPANY;PAYMENTMETHODSLIST;32;1;0;payment_methods_list;STRING
datasphere;I_CUSTOMERCOMPANY;DELETIONINDICATOR;33;1;0;master_record_central_deletion_flag;STRING
datasphere;I_CUSTOMERCOMPANY;CREDITMEMOPAYMENTTERMS;34;1;0;credit_memos_payment_terms;STRING
datasphere;I_CUSTOMERCOMPANY;DUNNINGNOTICEGROUP;35;1;0;dunning_notice_grouping;STRING
